Date,Open,High,Low,Close,Volume,Label,News
2010-03-29,221.6,220.11,222.55,220.03,100800000,1,0.644171779
2010-03-30,222.48,223.45,223.5,221.63,102400000,0,0.416666667
2010-03-31,221.58,222.76,223.2,221.06,111800000,1,0.525510204
2010-04-01,225.47,221.98,225.58,221.98,111800000,1,0.438271605
2010-04-02,226.69,226.03,226.78,225.28,125100000,1,0.637323944
2010-04-05,227.48,227.37,228.02,225.61,113400000,1,0.596774194
2010-04-06,227.51,228.62,228.64,226.49,91800000,1,0.699530516
2010-04-07,227.31,227.33,227.82,226.62,109700000,0,0.675438596
2010-04-08,228.27,226.66,228.27,226.22,84600000,0,0.687861272
2010-04-09,226.81,228.34,228.76,224.82,164900000,0,0.71388102
2010-04-12,224.59,227.56,227.94,224.14,111500000,0,0.728971963
2010-04-13,224.69,225.21,225.48,222.93,83800000,1,0.607655502
2010-04-14,228.08,226.01,228.08,226.01,109900000,1,0.575609756
2010-04-15,229.17,229.52,229.84,227.13,136400000,0,0.557377049
2010-04-16,227.69,228.83,229.11,226.21,93000000,0,0.58
2010-04-19,223.65,224.17,225.76,223.04,89000000,1,0.497560976
2010-04-20,225.13,224.98,225.69,224.15,86700000,1,0.400826446
2010-04-21,229.09,226.82,229.24,226.72,110500000,0,0.397321429
2010-04-22,227.76,227.6,228.02,226.19,99400000,1,0.333333333
2010-04-23,227.36,228.99,229.08,226.66,93300000,1,0.446601942
2010-04-26,229.64,228.5,230.54,228.47,91500000,0,0.556122449
2010-04-27,229.28,229.06,230.1,228.16,97100000,0,0.594488189
2010-04-28,226.98,224.81,226.98,224.61,119400000,1,0.732718894
2010-04-29,226.11,227.58,227.58,224.98,122700000,1,0.679802956
2010-04-30,227.95,227.94,229.14,227.59,113600000,0,0.646067416
2010-05-03,225.1,227.04,227.72,223.67,109100000,1,0.613333333
2010-05-04,224.76,226.29,227,224.22,122100000,0,0.449864499
2010-05-06,220.21,219.56,220.76,218.72,130800000,0,0.505535055
2010-05-07,215.09,213.33,216.59,212.41,153000000,1,0.543524416
2010-05-10,219.1,216.86,219.53,215.88,108100000,1,0.479553903
2010-05-11,217.63,220.94,221,216.63,125700000,0,0.532
2010-05-12,216.78,218.86,219.26,215.98,111600000,1,0.560747664
2010-05-13,220.8,219.55,221.68,219.34,113400000,0,0.54589372
2010-05-14,221.08,219.58,221.69,218.45,131800000,0,0.757105943
2010-05-17,215.36,217.34,217.9,214.27,137800000,0,0.757425743
2010-05-18,214.42,216.68,216.8,212.57,128200000,0,0.915194346
2010-05-19,212.43,211.26,212.54,208.83,124000000,0,0.819512195
2010-05-20,208.78,211.55,213.85,207.71,114700000,0,0.626834382
2010-05-24,210.27,207.5,211.36,207.46,90500000,0,0.445414847
2010-05-25,204.83,207.58,207.79,201.5,136700000,1,0.497854077
2010-05-26,206.62,206.95,207.51,203.21,121600000,1,0.5
2010-05-27,209.83,204.54,210.49,204.52,124100000,1,0.697959184
2010-05-28,212.1,212.93,212.93,209.93,109300000,1,0.669950739
2010-05-31,214.34,212.43,214.34,211.81,84100000,1,0.647940075
2010-06-01,213.02,213.3,214.46,211.89,92200000,1,0.76043956
2010-06-03,217.58,214.84,217.95,214.51,108400000,1,0.814393939
2010-06-04,218.03,217.37,218.79,217.03,104600000,0,0.543103448
2010-06-07,214.38,213.55,214.57,211.95,99300000,1,0.47755102
2010-06-08,216.08,213.84,216.8,213.21,96500000,1,0.56097561
2010-06-09,215.26,216.15,216.56,213.81,102800000,1,0.548507463
2010-06-10,215.73,215.82,217.23,214.64,110600000,1,0.84279476
2010-06-11,219.22,218.85,219.87,217.3,100400000,1,0.604584527
2010-06-14,221.43,220.22,222.54,219.99,94200000,1,0.701244813
2010-06-15,221.34,220.94,222.32,220.4,98800000,1,0.498084291
2010-06-16,223.34,223.81,224.18,221.96,116400000,1,0.573221757
2010-06-17,223.45,223.54,224.08,222.49,117100000,0,0.634615385
2010-06-18,223.77,223.75,224.04,222.41,92400000,1,0.545698925
2010-06-21,227.69,226.07,227.99,225.51,112600000,0,0.550607287
2010-06-22,226.45,226.12,226.9,225.36,100600000,0,0.647686833
2010-06-23,225.59,225.08,226.41,224.92,87300000,0,0.589641434
2010-06-24,227.45,225.33,227.45,224.89,76800000,0,0.58649789
2010-06-25,225.63,224.87,226.15,224.44,85000000,1,0.53038674
2010-06-28,225.55,226.17,226.35,225.01,79200000,0,0.617760618
2010-06-29,222.54,225.94,226.72,221.94,93000000,0,0.839285714
2010-06-30,220.85,218.7,221.09,218.24,96400000,0,0.805343511
2010-07-01,218.65,219.26,220.23,216.26,101800000,1,0.788679245
2010-07-02,217.01,219.13,219.87,216.43,119500000,0,0.70441989
2010-07-05,217.47,217.43,218.29,215.96,80800000,0,0.686192469
2010-07-06,219.12,215.93,219.16,214.04,95500000,1,0.652719665
2010-07-07,217.45,219.09,219.09,216.39,82400000,1,0.568627451
2010-07-08,220.78,220.66,221.29,219.86,92700000,1,0.498316498
2010-07-09,224.44,222.07,224.44,220.63,115500000,1,0.59125964
2010-07-12,225.86,225.51,225.87,224.58,91400000,1,0.580392157
2010-07-13,226.14,226.32,228.19,225.74,116300000,1,0.644688645
2010-07-14,229.27,228.79,230.23,228.69,168900000,0,0.682432432
2010-07-15,228.39,228.75,229.44,228.02,118000000,0,0.660447761
2010-07-16,226.34,228.28,228.83,226.06,130700000,0,0.522222222
2010-07-19,225.32,223.64,226.23,223.51,100100000,1,0.51417004
2010-07-20,225.84,224.47,226.47,224.08,96100000,1,0.523131673
2010-07-21,227.88,228.16,228.65,226.67,117500000,0,0.537671233
2010-07-22,226.23,227.33,228.46,225.9,138100000,1,0.450171821
2010-07-23,229.5,229.05,229.88,227.66,134500000,1,0.559278351
2010-07-26,230.87,229.7,231.64,229.48,105700000,1,0.562770563
2010-07-27,230.93,231.66,232.14,230.46,123400000,0,0.483870968
2010-07-28,231.56,231.7,232.06,230.39,101900000,1,0.673151751
2010-07-29,231.16,231.01,231.86,230.63,101500000,0,0.68879668
2010-07-30,229.25,230.7,231.69,228.71,86600000,1,0.591397849
2010-08-02,232.22,230.82,232.63,230.26,103600000,1,0.653061224
2010-08-03,233.38,234.1,234.2,232.64,105800000,0,0.667774086
2010-08-04,233.14,234.08,234.08,231.23,120500000,0,0.61971831
2010-08-05,232.39,234.13,234.29,231.03,111100000,0,0.490118577
2010-08-06,232.35,232.14,232.68,230.4,109700000,1,0.574285714
2010-08-09,233.14,231.59,233.23,231.21,91500000,1,0.49609375
2010-08-10,232.04,233.42,233.84,231.8,95200000,0,0.484536082
2010-08-11,228.98,231.15,231.3,228.5,109900000,0,0.607692308
2010-08-12,223.96,225.42,226.8,223.96,108600000,1,0.679166667
2010-08-13,227.01,225.12,227.28,224.23,93200000,0,0.618461538
2010-08-16,226.51,225.32,226.9,222.8,94100000,1,0.673076923
2010-08-17,227.96,225.45,228.34,224.95,87200000,1,0.64453125
2010-08-18,228.9,229.14,229.23,227.72,98500000,1,0.653284672
2010-08-19,231.88,229.2,232.09,229.01,95200000,1,0.534883721
2010-08-20,231.17,230.41,231.44,229.74,83300000,1,0.597435897
2010-08-23,230.2,231.82,233.01,230.02,98200000,0,0.634920635
2010-08-24,229.42,228.6,230.92,227.65,91400000,0,0.650176678
2010-08-25,225.99,227.49,228.47,225.98,91800000,0,0.765625
2010-08-26,225.39,227.2,227.38,225.39,96200000,0,0.752941176
2010-08-27,225.52,224.63,226.04,223.91,79500000,1,0.58372093
2010-08-30,229.63,228.17,229.72,227.77,78100000,0,0.552238806
2010-08-31,226.81,227.88,228.61,226.15,92800000,1,0.503649635
2010-09-01,229.41,228,229.97,227.3,109300000,1,0.474903475
2010-09-02,230.66,232.03,232.06,229.57,97500000,1,0.582995951
2010-09-03,231.04,231.26,232.01,230.26,111200000,1,0.498727735
2010-09-06,232.77,232.6,233.04,231.73,105500000,1,0.577981651
2010-09-07,232.45,232.78,233.44,232.23,83800000,0,0.604562738
2010-09-08,230.94,231.31,232.06,229.89,101600000,1,0.527075812
2010-09-09,231.53,231.93,232.56,230.25,103600000,1,0.585820896
2010-09-10,233.93,232.68,234.95,232.55,101600000,1,0.625360231
2010-09-13,236.34,235.23,236.56,234.83,121200000,1,0.656126482
2010-09-14,235.98,237.19,237.65,235.43,127000000,1,0.585185185
2010-09-15,237.14,236.21,237.62,235.7,118600000,0,0.701612903
2010-09-16,235.37,236.82,237.15,235.36,102200000,1,0.612903226
2010-09-17,237.64,237.04,237.92,235.47,119900000,1,0.602446483
2010-09-20,238.29,236.71,238.55,236.21,78900000,1,0.575057737
2010-09-24,239.8,237.78,239.8,237.04,99500000,1,0.600529101
2010-09-27,241.38,240.99,241.55,240.26,130700000,1,0.635245902
2010-09-28,240.59,241.16,241.73,240.31,100900000,1,0.75
2010-09-29,242.27,241.94,243.32,241.88,129900000,0,0.703296703
2010-09-30,242.95,242.67,243.02,241.37,116900000,1,0.665306122
2010-10-01,243.49,242.87,244.44,242.38,121000000,1,0.647058824
2010-10-04,243.99,244.47,245.28,243.46,122900000,0,0.602409639
2010-10-05,244.22,243.22,244.74,242.59,107900000,1,0.591078067
2010-10-06,247.7,246.53,248.01,246.11,137800000,1,0.64028777
2010-10-07,247.22,247.17,247.91,246.21,148600000,0,0.652329749
2010-10-08,246.51,247.16,247.19,245.37,128100000,0,0.554959786
2010-10-11,245.44,247.99,248.05,244.79,116400000,0,0.451612903
2010-10-12,242.35,245.76,245.95,241.2,110700000,1,0.482014388
2010-10-13,242.99,243.63,244.01,241.73,103700000,1,0.551724138
2010-10-14,246.25,244.38,246.25,244.02,147800000,1,0.481327801
2010-10-15,246.56,246.03,246.68,245.31,128000000,0,0.507894737
2010-10-18,242.64,246.81,246.93,242.64,112900000,0,0.555160142
2010-10-19,240.11,242.96,243.81,240.11,113400000,0,0.590405904
2010-10-20,241.79,238.41,242.64,237.25,118700000,1,0.627819549
2010-10-21,242.53,242.71,242.84,239.99,157100000,1,0.631782946
2010-10-22,245.84,243.58,245.86,243.31,113400000,1,0.49068323
2010-10-25,248.16,246.52,248.74,245.91,130300,1,0.669117647
2010-10-26,248.38,247.7,248.5,247.07,121600,0,0.564853556
2010-10-27,246.61,248.22,248.92,245.68,155400,1,0.602316602
2010-10-28,246.41,246.53,247.46,245.72,124900,0,0.510288066
2010-10-29,242.98,247.19,247.27,242.14,123400,1,0.506234414
2010-11-01,247.41,243.92,247.41,242.68,117600,1,0.427966102
2010-11-02,247.93,247.02,248.32,246.54,117400,1,0.533333333
2010-11-03,249.99,249.62,251.33,249.28,119300,1,0.482428115
2010-11-04,251.12,250.73,251.51,250.17,110100,1,0.626229508
2010-11-05,251.22,253.85,254.82,251.14,153700,0,0.526760563
2010-11-08,251.73,252.32,252.7,250.01,115500,1,0.482905983
2010-11-09,252.07,251.81,252.3,250.56,101900,1,0.52892562
2010-11-10,255.13,251.87,255.14,251.79,156500,0,0.638709677
2010-11-11,247.51,254.86,256.51,247.51,174600,0,0.703846154
2010-11-12,248.35,252.78,254.02,246.62,175400,1,0.540983607
2010-11-15,249.22,249.34,250.56,247.47,107100,0,0.562015504
2010-11-16,247.84,248.96,249.65,246.4,140800,0,0.442622951
2010-11-17,247.3,245.02,248.99,244.75,122700,1,0.516728625
2010-11-18,251.15,248.92,251.36,248.25,108900,1,0.739130435
2010-11-19,253.04,252.3,253.06,251.09,125800,1,0.653521127
2010-11-22,254,253.82,254.97,253.16,132800,0,0.635294118
2010-11-23,252.12,253.22,253.97,250.73,140700,0,0.67752443
2010-11-24,252.38,246.77,252.78,246.57,154300,1,0.658730159
2010-11-25,252.45,253.3,253.42,250.68,111600,0,0.521276596
2010-11-26,249.31,253.07,253.69,248.27,109400,0,0.771349862
2010-11-29,248.92,249.92,251.02,246.84,87300,1,0.767634855
2010-11-30,249.64,247.97,251.82,247.86,117900,1,0.708487085
2010-12-01,252.8,250.08,252.8,249.54,85300,1,0.834645669
2010-12-02,256.02,254.61,256.1,254.24,99900,1,0.764
2010-12-03,257.65,257.51,257.65,256.15,107000,1,0.820936639
2010-12-06,257.32,258.12,258.26,256.28,100000,1,0.826086957
2010-12-07,258.63,257.46,259.16,256.96,102000,1,0.741176471
2010-12-08,257.51,258.25,259.76,257.35,96700,1,0.617021277
2010-12-09,262.32,258.57,262.32,258.17,122200,1,0.458646617
2010-12-10,261.74,261.57,262.73,260.82,92700,1,0.582309582
2010-12-13,263.31,262.7,263.54,261.37,92800,1,0.555102041
2010-12-14,265.13,263.94,265.19,263.38,120700,1,0.512635379
2010-12-15,265.95,265.03,265.95,264.2,112000,0,0.459558824
2010-12-16,264.92,264.83,266.47,263.97,88000,1,0.503472222
2010-12-17,267.67,266.19,267.89,265.14,119400,0,0.483709273
2010-12-20,267.42,265.48,267.69,264.06,134800,1,0.704453441
2010-12-21,269.31,269.13,270.44,268.61,126900,1,0.601503759
2010-12-22,269.6,269.52,270.43,269.02,104000,0,0.573705179
2010-12-23,269.62,270.03,270.23,268.27,89600,1,0.703007519
2010-12-24,268.5,270.1,270.36,268.29,93000,0,0.676217765
2010-12-27,267.35,267.68,269.11,266.79,94700,1,0.55
2010-12-28,269.04,268.21,270.37,267.94,115900,1,0.685393258
2010-12-29,270.44,268.29,270.49,268,86400,1,0.6
2010-12-30,271.19,270.84,271.53,270,86000,1,0.556756757
2011-01-03,273.81,272.84,273.81,271.63,100000,1,0.569343066
2011-01-04,275.78,274.29,275.78,273.69,113800,1,0.58245614
2011-01-05,275.35,275.37,275.94,274.57,127200,0,0.661596958
2011-01-06,274.72,276.91,277.13,273.08,143200,1,0.569343066
2011-01-07,275.61,274,275.61,273.24,113100,0,0.503546099
2011-01-10,273.99,274.91,275.75,272.44,123700,0,0.554307116
2011-01-11,275.1,273.81,275.1,271.26,114600,1,0.512195122
2011-01-12,276.17,275.53,276.7,274.79,134800,1,0.586805556
2011-01-13,275.52,276.49,278.52,274.81,169400,0,0.44
2011-01-14,278.17,275.39,278.17,273.45,183800,1,0.438356164
2011-01-17,277.05,278.49,279.67,277.04,151500,0,0.440740741
2011-01-18,276.6,276.43,278.8,276.07,139400,0,0.574257426
2011-01-19,279.25,277.9,279.86,274.81,151300,1,0.487972509
2011-01-20,277.75,278.52,278.96,277.12,109200,0,0.450151057
2011-01-21,272.67,277.22,277.38,272.28,140500,0,0.475703325
2011-01-24,274.5,272.25,274.68,271.92,107700,1,0.542955326
2011-01-25,275.18,275.8,277.76,274.86,130500,1,0.517460317
2011-01-26,278.81,276.16,279.19,275.92,113800,1,0.51026393
2011-01-27,279.2,279.34,280.26,278.34,124100,0,0.406077348
2011-01-28,278.45,279.18,279.79,276.58,124600,0,0.688888889
2011-01-31,273.12,274.8,275.95,273.12,116100,1,0.669616519
2011-02-01,273.45,274.5,275.46,273.44,107200,1,0.602125148
2011-02-07,274.9,277.76,278.68,274.9,114600,0,0.556603774
2011-02-08,273.16,276.01,276.36,272.84,116700,0,0.456338028
2011-02-09,269.9,274.18,274.2,268.84,109600,0,0.487012987
2011-02-10,264.57,269.21,269.83,264.57,119100,0,0.587926509
2011-02-11,260.4,264.8,266.76,260.13,124600,1,0.666666667
2011-02-14,266.02,263.49,266.29,261.98,107200,1,0.595238095
2011-02-15,265.4,266.49,268.23,264.39,108100,0,0.68128655
2011-02-16,262.56,264.95,267.14,262.52,106000,0,0.602272727
2011-02-17,261.23,264.41,265.14,258.83,132400,1,0.409340659
2011-02-18,265.8,263.03,266.22,261.82,111900,1,0.606425703
2011-02-21,264.55,265.88,266.07,262.71,113000,0,0.536723164
2011-02-22,260.13,260.81,262.06,258.58,113100,0,0.566985646
2011-02-23,259.21,259.18,261.3,257.87,105100,0,0.544578313
2011-02-24,257.69,258.69,260.4,257.04,96500,0,0.566084788
2011-02-25,259.28,258.49,259.68,256.43,89700,0,0.532173913
2011-02-28,256.36,257.96,258.83,255.88,86800,0,0.554347826
2011-03-02,254.96,253.95,256.58,253.9,81300,1,0.51826484
2011-03-03,260.48,256.82,260.48,256.55,85800,1,0.571764706
2011-03-04,265.42,263.06,265.96,262.41,103500,0,0.645941278
2011-03-07,261.44,264.12,265.2,261.12,69600,0,0.583106267
2011-03-08,263.33,261.87,265.09,260.56,88700,1,0.455497382
2011-03-09,263.8,264.84,266.18,262.39,110300,0,0.533707865
2011-03-10,260.59,263.41,263.66,259.55,118200,0,0.587223587
2011-03-11,256.83,257.17,259.22,256.15,88200,0,0.62347964
2011-03-14,260.69,256.64,260.69,254.63,161400,0,0.505524862
2011-03-15,254.29,260.14,262.77,249.34,178100,1,0.568627451
2011-03-16,259.44,258.44,260.22,255.66,123200,0,0.456614509
2011-03-17,259.8,254.66,260.25,254.23,120000,1,0.596045198
2011-03-18,262.39,260.13,263.59,259.58,111700,1,0.488046167
2011-03-21,264.89,262.74,265.18,262.64,99600,1,0.525925926
2011-03-22,266.05,265.97,266.48,264.76,115100,0,0.578217822
2011-03-23,265.67,266.69,266.99,264.64,148500,1,0.569259962
2011-03-24,268.93,266.97,268.95,266.85,128200,1,0.569620253
2011-03-25,271.66,271.91,272.22,269.78,134100,1,0.595744681
2011-03-28,272.13,271.7,272.65,270.51,128500,1,0.529545455
2011-03-29,274.22,271.49,274.22,271.04,106800,1,0.601659751
2011-03-30,277.04,274.76,278.2,274.46,142800,1,0.537931034
2011-03-31,278.87,277.97,278.87,276.52,142600,1,0.462441315
2011-04-01,280.73,278.92,280.73,278.1,135200,1,0.492957746
2011-04-04,280.01,281.1,281.3,278.38,138900,1,0.712435233
2011-04-05,282.03,280.3,282.03,278.87,122600,1,0.568376068
2011-04-06,281.35,281.8,282.73,280.25,161500,0,0.6
2011-04-07,280.45,282.22,282.62,279.15,145900,1,0.520361991
2011-04-08,281.05,280,282.21,279.7,167000,0,0.535885167
2011-04-11,280.49,280.79,282.03,279.34,128400,0,0.425968109
2011-04-12,276.13,279.74,279.78,275.99,127600,0,0.563275434
2011-04-13,280.68,276.5,280.68,275.12,117600,1,0.520725389
2011-04-14,283.15,279.89,283.15,278.65,148800,1,0.517615176
2011-04-15,282.8,282.36,283.23,280.83,125500,0,0.543828265
2011-04-18,282.14,283.58,283.98,280.76,147700,0,0.607940447
2011-04-19,280.43,279.36,282.12,278.83,146500,1,0.70669746
2011-04-20,287.19,283.63,287.23,282.54,162500,1,0.546987952
2011-04-21,291.16,289.99,293.16,289.09,191000,1,0.544378698
2011-04-22,290.84,291.43,292.2,289.86,140800,1,0.52811245
2011-04-25,292.69,291.72,293.01,290.82,121800,0,0.587431694
2011-04-26,291.38,293.04,293.59,290.04,165600,0,0.56612529
2011-04-27,292.08,294.05,295.16,290.04,190600,1,0.555075594
2011-04-28,292.15,293.23,294.42,290.24,157300,0,0.603626943
2011-04-29,290.39,292.37,293.76,288.35,170700,1,0.545597484
2011-05-02,295.35,291.93,295.37,291.88,120000,0,0.594470046
2011-05-03,291.65,294.85,295.51,289.94,126100,0,0.563218391
2011-05-04,288.46,290.87,291.49,287.43,132900,0,0.504145937
2011-05-06,283.68,284.54,285.15,281.93,124200,1,0.556350626
2011-05-09,282.59,285.16,285.8,282.22,91200,1,0.556868538
2011-05-11,286.3,285.66,286.3,283.36,104600,0,0.489949749
2011-05-12,280.02,282.52,283.98,280.02,134800,0,0.452830189
2011-05-13,279.59,281.27,281.56,277.5,145700,0,0.49737303
2011-05-16,277.22,277.53,278.85,276.39,104200,0,0.495215311
2011-05-17,277.15,277.13,278.19,275.57,94300,1,0.459259259
2011-05-18,281.76,278.22,282.24,277.53,97400,0,0.64021164
2011-05-19,276.47,282.39,282.73,275.98,112800,0,0.694835681
2011-05-20,278.59,277.26,278.81,274.89,96700,0,0.636871508
2011-05-23,271.19,277.08,277.08,271.19,95100,0,0.550387597
2011-05-24,271.78,270.87,273.27,270.4,87000,0,0.452196382
2011-05-25,268.62,273.52,274.74,267.77,94700,1,0.574229692
2011-05-26,276.33,271.99,276.68,271.38,96100,1,0.61849711
2011-05-27,277.35,275.62,278.97,275.26,96200,0,0.450787402
2011-05-30,276.32,279.25,279.37,275.1,86800,1,0.459016393
2011-05-31,282.76,277.73,283.92,277.44,136900,1,0.633608815
2011-06-01,282.75,282.92,284.34,281.45,129200,0,0.57106599
2011-06-02,278.76,277.07,280.73,276.37,111400,1,0.490765172
2011-06-03,278.84,279.98,281.11,278.06,98700,0,0.625340599
2011-06-07,276.97,276,277.88,275.92,94500,0,0.569832402
2011-06-08,274.46,277.39,278.26,272.68,103400,0,0.553475936
2011-06-09,272.44,273.55,274.84,271.79,110100,0,0.549019608
2011-06-10,269.04,274.38,275.6,268.76,121600,0,0.553846154
2011-06-13,269.79,266.81,270.76,266.44,90900,1,0.663043478
2011-06-14,273.67,269.26,274.54,268.49,100000,1,0.633952255
2011-06-15,274.53,275.12,275.26,271.51,93800,0,0.641618497
2011-06-16,268.88,270.59,272.08,268.42,88800,0,0.654794521
2011-06-17,266.22,270.18,270.33,263.02,138000,1,0.703777336
2011-06-20,264.39,266.41,268.26,264.05,90600,1,0.632311978
2011-06-21,268.65,267.27,269.24,264.28,100000,1,0.620689655
2011-06-22,270.71,271.25,272.39,270.18,118000,0,0.692090395
2011-06-23,269.34,268.35,270.77,268.29,89400,1,0.64075067
2011-06-24,274.31,270.49,274.31,270.2,125700,0,0.630188679
2011-06-27,271.44,272.23,272.42,269.68,78300,1,0.528089888
2011-06-28,270.41,274.37,275.59,270.41,119400,1,0.648379052
2011-06-29,274.61,275.33,275.47,273.06,114300,1,0.708222812
2011-06-30,275.17,275.82,276.08,274.02,106200,1,0.723684211
2011-07-01,278.77,277.9,279.69,277.34,111500,1,0.652416357
2011-07-04,281.67,281.28,282.85,281.13,136200,1,0.647416413
2011-07-05,283.88,282.1,284.11,281.61,123400,1,0.595441595
2011-07-06,285.12,283.08,285.12,282.93,123000,1,0.7125
2011-07-07,286.07,284.41,286.86,284.06,152400,1,0.705696203
2011-07-08,286.05,287.73,287.73,285.07,172400,0,0.637623762
2011-07-11,282.46,284.22,284.78,281.73,96200,0,0.555882353
2011-07-12,275.9,278.96,279.77,275.77,117100,0,0.76519337
2011-07-13,278.32,276.83,278.38,275.52,135500,0,0.709589041
2011-07-14,278.03,276.74,278.03,274.61,139700,1,0.740641711
2011-07-15,279.59,276.98,279.59,276.86,108600,0,0.921052632
2011-07-18,276.71,279.93,279.93,275.71,105900,1,0.751461988
2011-07-19,276.58,276.16,278.08,275.75,103200,1,0.65974026
2011-07-20,280.41,280.54,281.43,279.57,133500,0,0.601092896
2011-07-21,279.2,280.19,280.47,277.9,107000,1,0.554644809
2011-07-22,282.59,281.51,282.73,280.37,121500,0,0.568259386
2011-07-25,279.66,280,280.47,279,100100,1,0.569148936
2011-07-26,282.04,281.34,282.04,279.19,120000,1,0.542613636
2011-07-27,282.7,279.54,282.77,279.49,108200,0,0.625766871
2011-07-28,280.04,277.89,280.76,277.87,107000,0,0.606837607
2011-07-29,277.11,280.52,280.52,277.05,127500,1,0.723076923
2011-08-01,282.36,280.86,282.79,280.55,102200,0,0.683698297
2011-08-02,275.4,279.54,279.88,274.71,129000,0,0.674937965
2011-08-03,267.8,269.8,270.14,266.81,125300,0,0.650793651
2011-08-04,261.54,267.78,268.35,261,119100,0,0.640586797
2011-08-05,251.9,251.09,255.15,249.32,181400,0,0.604137931
2011-08-08,242.45,248.34,251.38,233.89,204700,0,0.603375527
2011-08-09,233.52,234.26,237.55,218.66,268500,1,0.623529412
2011-08-10,233.23,243.34,243.36,232.75,207000,0,0.54084507
2011-08-11,234.14,223.79,236.6,223.79,172400,1,0.557377049
2011-08-12,230.38,237.41,237.94,229.77,174900,1,0.547435897
2011-08-16,242.23,238.06,242.23,237.75,123700,1,0.597402597
2011-08-17,243.43,240.68,245.62,240.61,112800,0,0.589873418
2011-08-18,238.31,243.15,243.61,234.93,159300,0,0.508860759
2011-08-19,222.98,228.95,229.75,222.95,178200,0,0.499118166
2011-08-22,219.15,224.62,225.49,218.09,141100,1,0.571428571
2011-08-23,228.12,222.3,229.17,220.38,152400,1,0.616557734
2011-08-24,225.14,229.56,231.08,223.52,147300,1,0.645933014
2011-08-25,227.02,230.3,232,226.73,117500,0,0.558752998
2011-08-26,229,225.55,229.73,225.54,93800,1,0.627680312
2011-08-29,235.78,232.8,236.95,229.94,127100,1,0.605263158
2011-08-30,237.64,239.13,240.47,236.72,139100,0,0.609467456
2011-08-31,242.16,237.91,242.16,236.59,117000,1,0.641456583
2011-09-01,242.37,243.07,248.84,241.95,156900,0,0.603960396
2011-09-02,240.16,241.18,243.76,238.42,99200,0,0.666048237
2011-09-05,228.89,234.93,235.03,228.89,109800,0,0.703125
2011-09-06,226.65,224.46,229.82,223.18,121400,1,0.762318841
2011-09-07,236.12,232.72,236.15,231.04,113500,1,0.581395349
2011-09-08,238.47,239.55,239.64,235.48,143100,0,0.573732719
2011-09-09,233.4,234.09,238.51,233.4,122000,0,0.535152151
2011-09-14,225.15,231.92,232.68,224.16,119100,1,0.448198198
2011-09-15,228.58,231.65,233.01,224.54,140700,1,0.614699332
2011-09-16,237.5,234.94,238.49,233.32,157800,1,0.625730994
2011-09-19,235.32,234.58,237.5,233.74,112100,0,0.656790123
2011-09-20,237.53,235.29,238.11,231.55,119200,1,0.523560209
2011-09-21,239.51,238.08,241.85,236.57,117400,0,0.621890547
2011-09-22,232.05,233.2,234.77,230.02,124600,0,0.559493671
2011-09-23,218.62,223.64,224.8,218.58,172800,0,0.677238806
2011-09-26,214.18,221.85,221.96,212.92,170200,1,0.676712329
2011-09-27,225.29,221.23,225.37,219.76,141000,1,0.664652568
2011-09-28,223.82,227.28,228.95,223.82,140200,0,0.570637119
2011-09-29,230.37,222.51,230.54,221.76,142300,1,0.419947507
2011-09-30,230.41,228.79,231.23,226.61,128200,0,0.498098859
2011-10-04,221.93,218.92,221.99,215.53,129700,1,0.42997543
2011-10-05,217.34,223.64,223.64,216.39,151500,1,0.42462845
2011-10-06,223.94,223.99,227.25,223.47,149900,1,0.456876457
2011-10-07,230.27,229.61,231.47,228.92,146100,1,0.501666667
2011-10-10,230.82,230.64,233.38,230.34,105500,1,0.466836735
2011-10-11,234.8,236.75,236.9,234.27,147500,0,0.563679245
2011-10-12,236.66,233.79,236.91,232.44,120200,1,0.678004535
2011-10-13,238.09,239.65,240.32,238.09,139000,0,0.55399061
2011-10-14,239.67,236.96,240.3,235.44,105800,1,0.604958678
2011-10-17,243.49,242.43,243.49,241,117800,0,0.485294118
2011-10-18,239.89,238.47,240.98,237.99,127000,1,0.483490566
2011-10-19,242.11,241.5,242.11,239.09,125200,0,0.528508772
2011-10-20,235.57,242.2,244.22,235.36,127300,1,0.441364606
2011-10-21,240.02,239.03,240.83,235.94,145300,1,0.571641791
2011-10-24,248.21,242.5,248.21,242.44,133000,1,0.679245283
2011-10-25,247.2,248.41,249.18,246.43,129300,0,0.474537037
2011-10-26,247.56,244.87,247.9,243.73,113100,1,0.448512586
2011-10-27,251.2,249,251.5,246.96,162700,1,0.518134715
2011-10-28,252.47,256.42,256.88,251.4,202200,0,0.473765432
2011-10-31,249.88,251.36,254.33,248.83,122900,0,0.431654676
2011-11-01,249.92,247.51,252.22,247.5,114200,0,0.594405594
2011-11-02,248.03,244.87,248.28,243.24,123600,0,0.597402597
2011-11-03,244.09,247.4,247.4,243.14,116200,1,0.685990338
2011-11-04,252.34,249.8,252.44,248.95,125100,1,0.662721893
2011-11-07,250.78,252.66,252.66,250.14,97700,0,0.589164786
2011-11-08,248.32,251.85,251.94,247.86,95100,1,0.552572707
2011-11-09,249.23,251.38,252,247.92,123000,0,0.530991736
2011-11-10,236.02,243.07,243.38,236.02,156600,1,0.700956938
2011-11-11,242.99,239.79,243.05,237.35,101200,1,0.53654485
2011-11-14,248.27,246.4,249.02,246.37,98600,0,0.461928934
